Nam,Vung,Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),LoaiCayTrong,Sanluong (nghin tan),Dientich (nghin ha)
2004,Kon Tum,22.19,27.19,18.43,78.41,1598.9,Lua mua,43.6,16.5
2004,Kon Tum,22.19,27.19,18.43,78.41,1598.9,Ngo,31.3,8.7
2004,Kon Tum,22.19,27.19,18.43,78.41,1598.9,San,317.2,24.3
2005,Kon Tum,22.29,26.89,18.96,80.37,1951.22,Khoai,1,0.2
2005,Kon Tum,22.29,26.89,18.96,80.37,1951.22,Lua dong xuan,22.8,6.2
2005,Kon Tum,22.29,26.89,18.96,80.37,1951.22,Lua mi,0,0
2005,Kon Tum,22.29,26.89,18.96,80.37,1951.22,Lua mua,43,17.1
2005,Kon Tum,22.29,26.89,18.96,80.37,1951.22,Ngo,32.3,9.7
2005,Kon Tum,22.29,26.89,18.96,80.37,1951.22,San,372.3,27.7
2006,Kon Tum,22.53,27.33,19.06,79.53,2202.71,Khoai,1.2,0.2
2006,Kon Tum,22.53,27.33,19.06,79.53,2202.71,Lua dong xuan,26.3,6.4
2006,Kon Tum,22.53,27.33,19.06,79.53,2202.71,Lua mi,-1.42E-14,0
2006,Kon Tum,22.53,27.33,19.06,79.53,2202.71,Lua mua,44.6,16.8
2006,Kon Tum,22.53,27.33,19.06,79.53,2202.71,Ngo,30.2,9.2
2006,Kon Tum,22.53,27.33,19.06,79.53,2202.71,San,448.1,32
2007,Kon Tum,22.27,26.96,18.93,80.97,2256.38,Khoai,1.2,0.2
2007,Kon Tum,22.27,26.96,18.93,80.97,2256.38,Lua dong xuan,28.1,6.5
2007,Kon Tum,22.27,26.96,18.93,80.97,2256.38,Lua mi,0,0
2007,Kon Tum,22.27,26.96,18.93,80.97,2256.38,Lua mua,46.6,16.7
2007,Kon Tum,22.27,26.96,18.93,80.97,2256.38,Ngo,30.4,8.7
2007,Kon Tum,22.27,26.96,18.93,80.97,2256.38,San,507,35.7
2008,Kon Tum,21.68,26.32,18.54,82.9,2046.16,Khoai,1.1,0.2
2008,Kon Tum,21.68,26.32,18.54,82.9,2046.16,Lua dong xuan,29.1,6.8
2008,Kon Tum,21.68,26.32,18.54,82.9,2046.16,Lua mi,-1.42E-14,0
2008,Kon Tum,21.68,26.32,18.54,82.9,2046.16,Lua mua,48.3,16.6
2008,Kon Tum,21.68,26.32,18.54,82.9,2046.16,Ngo,28.2,8
2008,Kon Tum,21.68,26.32,18.54,82.9,2046.16,San,553.1,37.8
2009,Kon Tum,22.08,26.71,18.8,82.54,2755.75,Khoai,1.1,0.2
2009,Kon Tum,22.08,26.71,18.8,82.54,2755.75,Lua dong xuan,30.9,7
2009,Kon Tum,22.08,26.71,18.8,82.54,2755.75,Lua mi,-1.42E-14,0
2009,Kon Tum,22.08,26.71,18.8,82.54,2755.75,Lua mua,46.5,16.8
2009,Kon Tum,22.08,26.71,18.8,82.54,2755.75,Ngo,28.4,8.2
2009,Kon Tum,22.08,26.71,18.8,82.54,2755.75,San,543,37.3
2010,Kon Tum,23,27.87,19.5,79.96,1893.94,Khoai,1.1,0.2
2010,Kon Tum,23,27.87,19.5,79.96,1893.94,Lua dong xuan,30.3,6.5
2010,Kon Tum,23,27.87,19.5,79.96,1893.94,Lua mi,0,0
2010,Kon Tum,23,27.87,19.5,79.96,1893.94,Lua mua,47.4,15.9
2010,Kon Tum,23,27.87,19.5,79.96,1893.94,Ngo,28.4,8
2010,Kon Tum,23,27.87,19.5,79.96,1893.94,San,563.4,37.7
2011,Kon Tum,21.88,26.28,18.76,81.86,2457.38,Khoai,1,0.1
2011,Kon Tum,21.88,26.28,18.76,81.86,2457.38,Lua dong xuan,27.4,6.6
2011,Kon Tum,21.88,26.28,18.76,81.86,2457.38,Lua mi,0,-3.55E-15
2011,Kon Tum,21.88,26.28,18.76,81.86,2457.38,Lua mua,49.6,16
2011,Kon Tum,21.88,26.28,18.76,81.86,2457.38,Ngo,26.2,7.3
2011,Kon Tum,21.88,26.28,18.76,81.86,2457.38,San,629,41.7
2012,Kon Tum,22.67,27.32,19.38,81.83,2106.11,Khoai,1.1,0.1
2012,Kon Tum,22.67,27.32,19.38,81.83,2106.11,Lua dong xuan,31.4,6.9
2012,Kon Tum,22.67,27.32,19.38,81.83,2106.11,Lua mi,0,0
2012,Kon Tum,22.67,27.32,19.38,81.83,2106.11,Lua mua,52.4,16.4
2012,Kon Tum,22.67,27.32,19.38,81.83,2106.11,Ngo,26.3,7.2
2012,Kon Tum,22.67,27.32,19.38,81.83,2106.11,San,600,39.7
2013,Kon Tum,22.43,27.03,19.19,81.31,2571.48,Khoai,1.1,0.1
2013,Kon Tum,22.43,27.03,19.19,81.31,2571.48,Lua dong xuan,31.6,7.1
2013,Kon Tum,22.43,27.03,19.19,81.31,2571.48,Lua mi,0,0
2013,Kon Tum,22.43,27.03,19.19,81.31,2571.48,Lua mua,52.1,16.3
2013,Kon Tum,22.43,27.03,19.19,81.31,2571.48,Ngo,26.7,7.3
2013,Kon Tum,22.43,27.03,19.19,81.31,2571.48,San,590,39
2014,Kon Tum,22.42,27.11,18.96,80.88,2080.52,Khoai,1.1,0.1
2014,Kon Tum,22.42,27.11,18.96,80.88,2080.52,Lua dong xuan,33,7.2
2014,Kon Tum,22.42,27.11,18.96,80.88,2080.52,Lua mi,0,0
2014,Kon Tum,22.42,27.11,18.96,80.88,2080.52,Lua mua,52.6,16.4
2014,Kon Tum,22.42,27.11,18.96,80.88,2080.52,Ngo,25,6.7
2014,Kon Tum,22.42,27.11,18.96,80.88,2080.52,San,573.3,38
2015,Kon Tum,22.89,27.88,19.17,79.98,1931.78,Khoai,1,0.1
2015,Kon Tum,22.89,27.88,19.17,79.98,1931.78,Lua dong xuan,35.8,7.6
2015,Kon Tum,22.89,27.88,19.17,79.98,1931.78,Lua mi,0,3.55E-15
2015,Kon Tum,22.89,27.88,19.17,79.98,1931.78,Lua mua,55.8,16.8
2015,Kon Tum,22.89,27.88,19.17,79.98,1931.78,Ngo,24.2,6.4
2015,Kon Tum,22.89,27.88,19.17,79.98,1931.78,San,592,39.5
2016,Kon Tum,23.19,27.81,19.82,80.89,2168.99,Khoai,1.2,0.2
2016,Kon Tum,23.19,27.81,19.82,80.89,2168.99,Lua dong xuan,30.8,7.4
2016,Kon Tum,23.19,27.81,19.82,80.89,2168.99,Lua mi,1.1,0.3
2016,Kon Tum,23.19,27.81,19.82,80.89,2168.99,Lua mua,56.3,16.8
2016,Kon Tum,23.19,27.81,19.82,80.89,2168.99,Ngo,24.9,6.4
2016,Kon Tum,23.19,27.81,19.82,80.89,2168.99,San,582.3,39.1
2017,Kon Tum,22.82,27.42,19.49,82.02,2185.54,Khoai,1.3,0.2
2017,Kon Tum,22.82,27.42,19.49,82.02,2185.54,Lua dong xuan,32.9,7.1
2017,Kon Tum,22.82,27.42,19.49,82.02,2185.54,Lua mi,1.2,0.4
2017,Kon Tum,22.82,27.42,19.49,82.02,2185.54,Lua mua,58.2,16.9
2017,Kon Tum,22.82,27.42,19.49,82.02,2185.54,Ngo,24.9,6.2
2017,Kon Tum,22.82,27.42,19.49,82.02,2185.54,San,576.5,38.6
2018,Kon Tum,22.96,27.81,19.42,80.3,2027.72,Khoai,1.3,164
2018,Kon Tum,22.96,27.81,19.42,80.3,2027.72,Lua dong xuan,33.6,7.1
2018,Kon Tum,22.96,27.81,19.42,80.3,2027.72,Lua mi,0.9,0.3
2018,Kon Tum,22.96,27.81,19.42,80.3,2027.72,Lua mua,58,16.6
2018,Kon Tum,22.96,27.81,19.42,80.3,2027.72,Ngo,24.4,5.9
2018,Kon Tum,22.96,27.81,19.42,80.3,2027.72,San,579.6,38.4
2019,Kon Tum,23.21,28.07,19.49,79.28,1761.33,Khoai,1.3,150
2019,Kon Tum,23.21,28.07,19.49,79.28,1761.33,Lua dong xuan,34.2,7.1
2019,Kon Tum,23.21,28.07,19.49,79.28,1761.33,Lua mi,0.5,0.2
2019,Kon Tum,23.21,28.07,19.49,79.28,1761.33,Lua mua,59.2,16.6
2019,Kon Tum,23.21,28.07,19.49,79.28,1761.33,Ngo,22,5.5
2019,Kon Tum,23.21,28.07,19.49,79.28,1761.33,San,601.8,38.2
2020,Kon Tum,23.04,27.99,19.4,79.71,2309.21,Khoai,1.5,187
2020,Kon Tum,23.04,27.99,19.4,79.71,2309.21,Lua dong xuan,33.5,7.1
2020,Kon Tum,23.04,27.99,19.4,79.71,2309.21,Lua mi,0,0
2020,Kon Tum,23.04,27.99,19.4,79.71,2309.21,Lua mua,56.8,16.2
2020,Kon Tum,23.04,27.99,19.4,79.71,2309.21,Ngo,21.7,5.3
2020,Kon Tum,23.04,27.99,19.4,79.71,2309.21,San,589.9,39.3
2021,Kon Tum,22.58,27.26,19.07,79.74,2377.46,Khoai,1.8,232
2021,Kon Tum,22.58,27.26,19.07,79.74,2377.46,Lua dong xuan,35.4,7.1
2021,Kon Tum,22.58,27.26,19.07,79.74,2377.46,Lua mi,0,0.1
2021,Kon Tum,22.58,27.26,19.07,79.74,2377.46,Lua mua,61.4,16.2
2021,Kon Tum,22.58,27.26,19.07,79.74,2377.46,Ngo,23.2,5.5
2021,Kon Tum,22.58,27.26,19.07,79.74,2377.46,San,584.9,38.8
2022,Kon Tum,22.51,27.13,19.18,81.11,2403.66,Khoai,5.1,649.1
2022,Kon Tum,22.51,27.13,19.18,81.11,2403.66,Lua dong xuan,36.4,7.3
2022,Kon Tum,22.51,27.13,19.18,81.11,2403.66,Lua mi,-1.42E-14,-0.1
2022,Kon Tum,22.51,27.13,19.18,81.11,2403.66,Lua mua,60.7,15.6
2022,Kon Tum,22.51,27.13,19.18,81.11,2403.66,Ngo,22.1,5.3
2022,Kon Tum,22.51,27.13,19.18,81.11,2403.66,San,612.1,39.3
2023,Kon Tum,22.75,27.29,19.49,81.89,2132.6,Khoai,5.7,717.9
2023,Kon Tum,22.75,27.29,19.49,81.89,2132.6,Lua dong xuan,36.6,7.3
2023,Kon Tum,22.75,27.29,19.49,81.89,2132.6,Lua mi,-0.1,0.1
2023,Kon Tum,22.75,27.29,19.49,81.89,2132.6,Lua mua,63.7,15.4
2023,Kon Tum,22.75,27.29,19.49,81.89,2132.6,Ngo,21.7,5
2023,Kon Tum,22.75,27.29,19.49,81.89,2132.6,San,619.1,39.3
2024,Kon Tum,23.28,28.02,19.77,79.04,2137.11,Khoai,6.5,792.7
2024,Kon Tum,23.28,28.02,19.77,79.04,2137.11,Lua dong xuan,37.2,7.2
2024,Kon Tum,23.28,28.02,19.77,79.04,2137.11,Lua mi,0,3.55E-15
2024,Kon Tum,23.28,28.02,19.77,79.04,2137.11,Lua mua,65,15.1
2024,Kon Tum,23.28,28.02,19.77,79.04,2137.11,Ngo,18.3,4.2
2024,Kon Tum,23.28,28.02,19.77,79.04,2137.11,San,648.8,40
1995,Lai Chau,19.77,24.01,16.23,83.29,2805.75,Khoai,3.3,0.7
1995,Lai Chau,19.77,24.01,16.23,83.29,2805.75,Lua dong xuan,20,5.5
1995,Lai Chau,19.77,24.01,16.23,83.29,2805.75,Lua mi,0,0
1995,Lai Chau,19.77,24.01,16.23,83.29,2805.75,Lua mua,80.8,41.9
1995,Lai Chau,19.77,24.01,16.23,83.29,2805.75,Ngo,30.1,27.2
1995,Lai Chau,19.77,24.01,16.23,83.29,2805.75,San,56.6,8.3
1996,Lai Chau,19.69,23.9,16.07,82.6,2555.46,Khoai,4.8,1.1
1996,Lai Chau,19.69,23.9,16.07,82.6,2555.46,Lua dong xuan,24.2,5.7
1996,Lai Chau,19.69,23.9,16.07,82.6,2555.46,Lua mi,0,-1.42E-14
1996,Lai Chau,19.69,23.9,16.07,82.6,2555.46,Lua mua,74.1,42.5
1996,Lai Chau,19.69,23.9,16.07,82.6,2555.46,Ngo,36.7,29.1
1996,Lai Chau,19.69,23.9,16.07,82.6,2555.46,San,61.1,8
1997,Lai Chau,19.83,24.18,16.24,83.09,2801.79,Khoai,4.3,1.4
1997,Lai Chau,19.83,24.18,16.24,83.09,2801.79,Lua dong xuan,26.9,5.7
1997,Lai Chau,19.83,24.18,16.24,83.09,2801.79,Lua mi,2.84E-14,0
1997,Lai Chau,19.83,24.18,16.24,83.09,2801.79,Lua mua,79.2,39.9
1997,Lai Chau,19.83,24.18,16.24,83.09,2801.79,Ngo,35.8,29
1997,Lai Chau,19.83,24.18,16.24,83.09,2801.79,San,59.5,8.2
1998,Lai Chau,20.7,25.33,16.69,80.26,2550.41,Khoai,5,1.1
1998,Lai Chau,20.7,25.33,16.69,80.26,2550.41,Lua dong xuan,26,5.7
1998,Lai Chau,20.7,25.33,16.69,80.26,2550.41,Lua mi,0,0
1998,Lai Chau,20.7,25.33,16.69,80.26,2550.41,Lua mua,81,40.4
1998,Lai Chau,20.7,25.33,16.69,80.26,2550.41,Ngo,40.5,29.7
1998,Lai Chau,20.7,25.33,16.69,80.26,2550.41,San,57.2,7.9
1999,Lai Chau,20.18,24.45,16.58,81.6,2223.2,Khoai,4,0.9
1999,Lai Chau,20.18,24.45,16.58,81.6,2223.2,Lua dong xuan,31.9,6.1
1999,Lai Chau,20.18,24.45,16.58,81.6,2223.2,Lua mi,0,0
1999,Lai Chau,20.18,24.45,16.58,81.6,2223.2,Lua mua,90.7,43.4
1999,Lai Chau,20.18,24.45,16.58,81.6,2223.2,Ngo,40.6,30.1
1999,Lai Chau,20.18,24.45,16.58,81.6,2223.2,San,62.5,8.4
2000,Lai Chau,20.09,24.35,16.45,81.25,2295.16,Khoai,1.2,0.3
2000,Lai Chau,20.09,24.35,16.45,81.25,2295.16,Lua dong xuan,36.1,6.7
2000,Lai Chau,20.09,24.35,16.45,81.25,2295.16,Lua mi,0,0
2000,Lai Chau,20.09,24.35,16.45,81.25,2295.16,Lua mua,95.5,45.2
2000,Lai Chau,20.09,24.35,16.45,81.25,2295.16,Ngo,43.2,31.1
2000,Lai Chau,20.09,24.35,16.45,81.25,2295.16,San,63,8.5
2001,Lai Chau,20.29,24.5,16.81,82.54,2433.48,Khoai,3,0.6
2001,Lai Chau,20.29,24.5,16.81,82.54,2433.48,Lua dong xuan,36.6,7.4
2001,Lai Chau,20.29,24.5,16.81,82.54,2433.48,Lua mi,0,-1.42E-14
2001,Lai Chau,20.29,24.5,16.81,82.54,2433.48,Lua mua,103,47.3
2001,Lai Chau,20.29,24.5,16.81,82.54,2433.48,Ngo,47.5,32.1
2001,Lai Chau,20.29,24.5,16.81,82.54,2433.48,San,51.8,6.9
2002,Lai Chau,20.4,24.78,16.74,81.47,2791.99,Khoai,3.1,0.7
2002,Lai Chau,20.4,24.78,16.74,81.47,2791.99,Lua dong xuan,41.7,8
2002,Lai Chau,20.4,24.78,16.74,81.47,2791.99,Lua mi,0,0.1
2002,Lai Chau,20.4,24.78,16.74,81.47,2791.99,Lua mua,99.9,47.7
2002,Lai Chau,20.4,24.78,16.74,81.47,2791.99,Ngo,55,33.8
2002,Lai Chau,20.4,24.78,16.74,81.47,2791.99,San,71.1,9.8
2003,Lai Chau,20.52,24.95,16.8,81.28,2169.97,Khoai,3.4,0.7
2003,Lai Chau,20.52,24.95,16.8,81.28,2169.97,Lua dong xuan,46,8.6
2003,Lai Chau,20.52,24.95,16.8,81.28,2169.97,Lua mi,2.84E-14,0
2003,Lai Chau,20.52,24.95,16.8,81.28,2169.97,Lua mua,108.7,47.5
2003,Lai Chau,20.52,24.95,16.8,81.28,2169.97,Ngo,61.1,36.9
2003,Lai Chau,20.52,24.95,16.8,81.28,2169.97,San,69,9.9
2004,Lai Chau,19.8,24.34,16.04,81.4,2480.48,Khoai,3.7,0.8
2004,Lai Chau,19.8,24.34,16.04,81.4,2480.48,Lua dong xuan,19.9,4.4
2004,Lai Chau,19.8,24.34,16.04,81.4,2480.48,Lua mi,0,0
2004,Lai Chau,19.8,24.34,16.04,81.4,2480.48,Lua mua,63.7,24.2
2004,Lai Chau,19.8,24.34,16.04,81.4,2480.48,Ngo,23,15
2004,Lai Chau,19.8,24.34,16.04,81.4,2480.48,San,43.5,5.5
2005,Lai Chau,20.25,24.74,16.56,80.4,2416.69,Khoai,3.8,0.7
2005,Lai Chau,20.25,24.74,16.56,80.4,2416.69,Lua dong xuan,23.1,4.7
2005,Lai Chau,20.25,24.74,16.56,80.4,2416.69,Lua mi,1.42E-14,0
2005,Lai Chau,20.25,24.74,16.56,80.4,2416.69,Lua mua,69.7,25.8
2005,Lai Chau,20.25,24.74,16.56,80.4,2416.69,Ngo,28.9,16
2005,Lai Chau,20.25,24.74,16.56,80.4,2416.69,San,42.1,5.5
2006,Lai Chau,20.47,25.09,16.68,80.11,2313,Khoai,4.1,0.8
2006,Lai Chau,20.47,25.09,16.68,80.11,2313,Lua dong xuan,24.8,5
2006,Lai Chau,20.47,25.09,16.68,80.11,2313,Lua mi,0,0
2006,Lai Chau,20.47,25.09,16.68,80.11,2313,Lua mua,74.3,25.4
2006,Lai Chau,20.47,25.09,16.68,80.11,2313,Ngo,32.1,17
2006,Lai Chau,20.47,25.09,16.68,80.11,2313,San,39.6,4.8
2007,Lai Chau,20.28,24.95,16.29,78.52,2185.26,Khoai,4.1,0.7
2007,Lai Chau,20.28,24.95,16.29,78.52,2185.26,Lua dong xuan,23.5,5
2007,Lai Chau,20.28,24.95,16.29,78.52,2185.26,Lua mi,0,-0.4
2007,Lai Chau,20.28,24.95,16.29,78.52,2185.26,Lua mua,76.4,25.2
2007,Lai Chau,20.28,24.95,16.29,78.52,2185.26,Ngo,37.5,17.8
2007,Lai Chau,20.28,24.95,16.29,78.52,2185.26,San,48.9,5.5
2008,Lai Chau,19.79,24.03,16.41,82.21,2830.97,Khoai,4.2,0.8
2008,Lai Chau,19.79,24.03,16.41,82.21,2830.97,Lua dong xuan,26,5.2
2008,Lai Chau,19.79,24.03,16.41,82.21,2830.97,Lua mi,0,0.6
2008,Lai Chau,19.79,24.03,16.41,82.21,2830.97,Lua mua,78.7,25.4
2008,Lai Chau,19.79,24.03,16.41,82.21,2830.97,Ngo,40.2,18.2
2008,Lai Chau,19.79,24.03,16.41,82.21,2830.97,San,42.9,5.3
2009,Lai Chau,20.72,25.42,16.82,78.09,2057.45,Khoai,4.2,0.8
2009,Lai Chau,20.72,25.42,16.82,78.09,2057.45,Lua dong xuan,27.8,5.4
2009,Lai Chau,20.72,25.42,16.82,78.09,2057.45,Lua mi,-2.84E-14,0
2009,Lai Chau,20.72,25.42,16.82,78.09,2057.45,Lua mua,84.1,24.8
2009,Lai Chau,20.72,25.42,16.82,78.09,2057.45,Ngo,43.2,18.7
2009,Lai Chau,20.72,25.42,16.82,78.09,2057.45,San,53.7,6.1
2010,Lai Chau,21.01,25.8,17.12,77.68,2221.76,Khoai,2.1,0.4
2010,Lai Chau,21.01,25.8,17.12,77.68,2221.76,Lua dong xuan,28.2,5.4
2010,Lai Chau,21.01,25.8,17.12,77.68,2221.76,Lua mi,0,0
2010,Lai Chau,21.01,25.8,17.12,77.68,2221.76,Lua mua,88.5,24.9
2010,Lai Chau,21.01,25.8,17.12,77.68,2221.76,Ngo,50.1,19.4
2010,Lai Chau,21.01,25.8,17.12,77.68,2221.76,San,46.7,5.4
2011,Lai Chau,19.61,23.69,16.38,83.45,1931.83,Khoai,2.1,0.4
2011,Lai Chau,19.61,23.69,16.38,83.45,1931.83,Lua dong xuan,28.7,5.5
2011,Lai Chau,19.61,23.69,16.38,83.45,1931.83,Lua mi,0,0
2011,Lai Chau,19.61,23.69,16.38,83.45,1931.83,Lua mua,89.9,23.8
2011,Lai Chau,19.61,23.69,16.38,83.45,1931.83,Ngo,52.7,20
2011,Lai Chau,19.61,23.69,16.38,83.45,1931.83,San,37,4.5
2012,Lai Chau,20.67,25.14,17.16,81.78,2400.26,Khoai,2.2,0.4
2012,Lai Chau,20.67,25.14,17.16,81.78,2400.26,Lua dong xuan,30.6,5.7
2012,Lai Chau,20.67,25.14,17.16,81.78,2400.26,Lua mi,0,0
2012,Lai Chau,20.67,25.14,17.16,81.78,2400.26,Lua mua,88.8,23.1
2012,Lai Chau,20.67,25.14,17.16,81.78,2400.26,Ngo,59.4,21.4
2012,Lai Chau,20.67,25.14,17.16,81.78,2400.26,San,35.6,4.4
2013,Lai Chau,20.31,25.03,16.64,80.91,2537.96,Khoai,1.9,0.4
2013,Lai Chau,20.31,25.03,16.64,80.91,2537.96,Lua dong xuan,32.3,6.1
2013,Lai Chau,20.31,25.03,16.64,80.91,2537.96,Lua mi,0,0
2013,Lai Chau,20.31,25.03,16.64,80.91,2537.96,Lua mua,93.9,24.2
2013,Lai Chau,20.31,25.03,16.64,80.91,2537.96,Ngo,57.3,21.2
2013,Lai Chau,20.31,25.03,16.64,80.91,2537.96,San,36.8,4.5
2014,Lai Chau,20.69,25.52,16.92,80.41,2367.75,Khoai,2.1,0.4
2014,Lai Chau,20.69,25.52,16.92,80.41,2367.75,Lua dong xuan,33.9,6.2
2014,Lai Chau,20.69,25.52,16.92,80.41,2367.75,Lua mi,0,0
2014,Lai Chau,20.69,25.52,16.92,80.41,2367.75,Lua mua,93.8,24.2
2014,Lai Chau,20.69,25.52,16.92,80.41,2367.75,Ngo,62.1,22.1
2014,Lai Chau,20.69,25.52,16.92,80.41,2367.75,San,36.5,4.4
2015,Lai Chau,20.99,25.66,17.27,80.04,2497.41,Khoai,1.4,0.3
2015,Lai Chau,20.99,25.66,17.27,80.04,2497.41,Lua dong xuan,35,6.4
2015,Lai Chau,20.99,25.66,17.27,80.04,2497.41,Lua mi,0,7.11E-15
2015,Lai Chau,20.99,25.66,17.27,80.04,2497.41,Lua mua,97.8,24.5
2015,Lai Chau,20.99,25.66,17.27,80.04,2497.41,Ngo,66,22.7
2015,Lai Chau,20.99,25.66,17.27,80.04,2497.41,San,36.9,4.4
2016,Lai Chau,20.75,25.53,17,80.95,2137.38,Khoai,1.6,0.3
2016,Lai Chau,20.75,25.53,17,80.95,2137.38,Lua dong xuan,35.4,6.4
2016,Lai Chau,20.75,25.53,17,80.95,2137.38,Lua mi,0,0
2016,Lai Chau,20.75,25.53,17,80.95,2137.38,Lua mua,101,25
2016,Lai Chau,20.75,25.53,17,80.95,2137.38,Ngo,69.9,22.8
2016,Lai Chau,20.75,25.53,17,80.95,2137.38,San,36.9,4.4
2017,Lai Chau,20.5,24.79,17.18,83.04,2559.47,Khoai,1.7,0.3
2017,Lai Chau,20.5,24.79,17.18,83.04,2559.47,Lua dong xuan,36,6.7
2017,Lai Chau,20.5,24.79,17.18,83.04,2559.47,Lua mi,0,0
2017,Lai Chau,20.5,24.79,17.18,83.04,2559.47,Lua mua,109.7,26.2
2017,Lai Chau,20.5,24.79,17.18,83.04,2559.47,Ngo,73,22.1
2017,Lai Chau,20.5,24.79,17.18,83.04,2559.47,San,37.7,4.5
2018,Lai Chau,20.26,24.65,16.89,83.63,2578.52,Khoai,2,356
2018,Lai Chau,20.26,24.65,16.89,83.63,2578.52,Lua dong xuan,36.1,6.7
2018,Lai Chau,20.26,24.65,16.89,83.63,2578.52,Lua mi,-2.84E-14,0
2018,Lai Chau,20.26,24.65,16.89,83.63,2578.52,Lua mua,107.7,25.4
2018,Lai Chau,20.26,24.65,16.89,83.63,2578.52,Ngo,70.4,21.2
2018,Lai Chau,20.26,24.65,16.89,83.63,2578.52,San,42.7,5.1
2019,Lai Chau,21.13,26.41,17.05,79.26,2121.05,Khoai,1.6,291
2019,Lai Chau,21.13,26.41,17.05,79.26,2121.05,Lua dong xuan,37.1,6.8
2019,Lai Chau,21.13,26.41,17.05,79.26,2121.05,Lua mi,0,0
2019,Lai Chau,21.13,26.41,17.05,79.26,2121.05,Lua mua,112.7,26.1
2019,Lai Chau,21.13,26.41,17.05,79.26,2121.05,Ngo,70.7,21.1
2019,Lai Chau,21.13,26.41,17.05,79.26,2121.05,San,43.5,5.1
2020,Lai Chau,20.41,25.34,16.76,81.87,2298.18,Khoai,1.4,267
2020,Lai Chau,20.41,25.34,16.76,81.87,2298.18,Lua dong xuan,33.9,6.8
2020,Lai Chau,20.41,25.34,16.76,81.87,2298.18,Lua mi,-2.84E-14,0
2020,Lai Chau,20.41,25.34,16.76,81.87,2298.18,Lua mua,114.9,25.9
2020,Lai Chau,20.41,25.34,16.76,81.87,2298.18,Ngo,71.3,21.3
2020,Lai Chau,20.41,25.34,16.76,81.87,2298.18,San,50.1,5.7
2021,Lai Chau,20.43,25.06,16.98,82.05,2272.86,Khoai,1.5,271
2021,Lai Chau,20.43,25.06,16.98,82.05,2272.86,Lua dong xuan,37.7,6.8
2021,Lai Chau,20.43,25.06,16.98,82.05,2272.86,Lua mi,0,7.11E-15
2021,Lai Chau,20.43,25.06,16.98,82.05,2272.86,Lua mua,114.3,25.5
2021,Lai Chau,20.43,25.06,16.98,82.05,2272.86,Ngo,74.5,20.8
2021,Lai Chau,20.43,25.06,16.98,82.05,2272.86,San,56,6.3
2022,Lai Chau,20.36,24.85,17.04,82.91,2265.34,Khoai,1.8,312.3
2022,Lai Chau,20.36,24.85,17.04,82.91,2265.34,Lua dong xuan,37.9,6.8
2022,Lai Chau,20.36,24.85,17.04,82.91,2265.34,Lua mi,0,0
2022,Lai Chau,20.36,24.85,17.04,82.91,2265.34,Lua mua,115.5,25.2
2022,Lai Chau,20.36,24.85,17.04,82.91,2265.34,Ngo,75.2,20.5
2022,Lai Chau,20.36,24.85,17.04,82.91,2265.34,San,61.7,6.8
2023,Lai Chau,21.22,26.11,17.49,78.96,1917.62,Khoai,1.3,212.6
2023,Lai Chau,21.22,26.11,17.49,78.96,1917.62,Lua dong xuan,37.3,6.8
2023,Lai Chau,21.22,26.11,17.49,78.96,1917.62,Lua mi,0,0
2023,Lai Chau,21.22,26.11,17.49,78.96,1917.62,Lua mua,115.2,24.6
2023,Lai Chau,21.22,26.11,17.49,78.96,1917.62,Ngo,72.8,19.6
2023,Lai Chau,21.22,26.11,17.49,78.96,1917.62,San,62,6.8
2024,Lai Chau,21.35,26.15,17.7,79.79,2559.15,Khoai,1,174.3
2024,Lai Chau,21.35,26.15,17.7,79.79,2559.15,Lua dong xuan,38.5,6.8
2024,Lai Chau,21.35,26.15,17.7,79.79,2559.15,Lua mi,0,0
2024,Lai Chau,21.35,26.15,17.7,79.79,2559.15,Lua mua,116.5,24.6
2024,Lai Chau,21.35,26.15,17.7,79.79,2559.15,Ngo,73.3,19.1
2024,Lai Chau,21.35,26.15,17.7,79.79,2559.15,San,84.2,8.6
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,Khoai,15.5,2.9
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,Lua dong xuan,15.7,5
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,Lua he thu,,
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,Lua mi,1.42E-14,0
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,Lua mua,65.1,25.1
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,Ngo,42.9,12.1
1995,Lam Dong,22.51,27.37,18.96,80.51,1810.41,San,,
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,Khoai,16.7,2.8
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,Lua dong xuan,18.1,5.4
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,Lua he thu,,0
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,Lua mi,-1.42E-14,0
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,Lua mua,49.6,16
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,Ngo,55.6,14.4
1996,Lam Dong,22.29,26.98,18.9,82.38,2294.3,San,,
