Nam,Vung,Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),LoaiCayTrong,Sanluong (nghin tan),Dientich (nghin ha),Temp_Range,Yield (tan/ha)
1999,Ha Tinh,23.53,26.65,21.07,81.92,1849.55,Lua mi,0.0,0.0,5.579999999999998,0.0
1999,Ha Tinh,23.53,26.65,21.07,81.92,1849.55,Lua mua,24.8,17.1,5.579999999999998,1.4502075901994036
1999,Ha Tinh,23.53,26.65,21.07,81.92,1849.55,Ngo,8.1,3.5,5.579999999999998,2.3136246786632393
1999,Ha Tinh,23.53,26.65,21.07,81.92,1849.55,San,16.9,2.4,5.579999999999998,7.038733860891296
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,Khoai,107.9,19.7,5.5,5.47687934622608
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,Lua dong xuan,235.3,55.2,5.5,4.2626039383344505
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,Lua he thu,133.4,36.2,5.5,3.684981077870777
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,Lua mi,0.1,0.1,5.5,0.9900990099009901
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,Lua mua,27.0,15.9,5.5,1.6980064146909
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,Ngo,5.8,2.5,5.5,2.3190723710515795
2000,Ha Tinh,23.26,26.3,20.8,83.87,2295.07,San,15.6,2.5,5.5,6.2375049980008
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,Khoai,90.0,17.3,5.470000000000002,5.202011444425178
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,Lua dong xuan,232.0,55.7,5.470000000000002,4.165095779249924
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,Lua he thu,156.0,38.9,5.470000000000002,4.0101796868975095
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,Lua mi,0.0,0.0,5.470000000000002,0.0
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,Lua mua,26.1,13.7,5.470000000000002,1.9049704401138603
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,Ngo,6.1,2.4,5.470000000000002,2.5406080799666806
2001,Ha Tinh,23.46,26.46,20.99,84.63,2199.31,San,19.0,2.6,5.470000000000002,7.304882737408689
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,Khoai,89.6,16.0,5.669999999999998,5.599650021873633
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,Lua dong xuan,257.8,55.9,5.669999999999998,4.6117242983130895
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,Lua he thu,171.7,39.9,5.669999999999998,4.303150296985038
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,Lua mi,0.0,0.0,5.669999999999998,0.0
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,Lua mua,16.6,12.3,5.669999999999998,1.3494837818063572
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,Ngo,6.0,2.4,5.669999999999998,2.4989587671803415
2002,Ha Tinh,23.65,26.79,21.12,84.6,2220.78,San,20.0,2.9,5.669999999999998,6.894174422612892
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,Khoai,89.6,16.3,6.190000000000001,5.496595300901785
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,Lua dong xuan,273.7,55.4,6.190000000000001,4.9403440371112435
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,Lua he thu,169.3,40.4,6.190000000000001,4.190490334397664
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,Lua mi,0.0,0.0,6.190000000000001,0.0
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,Lua mua,19.6,9.0,6.190000000000001,2.177535829352294
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,Ngo,11.0,4.7,6.190000000000001,2.339927674962774
2003,Ha Tinh,24.02,27.42,21.23,82.83,1908.91,San,23.1,3.1,6.190000000000001,7.44920993227991
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,Khoai,90.6,15.5,5.889999999999997,5.844784207470486
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,Lua dong xuan,282.8,54.8,5.889999999999997,5.160489772084451
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,Lua he thu,177.6,38.1,5.889999999999997,4.661294979134406
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,Lua mi,0.0,0.0,5.889999999999997,0.0
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,Lua mua,24.8,9.3,5.889999999999997,2.666379959144178
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,Ngo,28.6,9.1,5.889999999999997,3.1425118118888036
2004,Ha Tinh,23.21,26.4,20.51,84.14,1907.23,San,33.0,3.7,5.889999999999997,8.916509051607674
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,Khoai,87.6,14.8,5.759999999999998,5.9185190189852035
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,Lua dong xuan,277.1,54.5,5.759999999999998,5.084310379626062
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,Lua he thu,155.3,35.4,5.759999999999998,4.386881726504901
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,Lua mi,0.0,0.0,5.759999999999998,0.0
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,Lua mua,21.8,8.6,5.759999999999998,2.534589001278921
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,Ngo,32.7,11.1,5.759999999999998,2.9456805693180796
2005,Ha Tinh,23.63,26.79,21.03,82.38,1943.84,San,36.6,3.9,5.759999999999998,9.382209689823123
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,Khoai,85.0,14.1,5.91,6.0279412807602295
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,Lua dong xuan,280.5,54.6,5.91,5.137268548195088
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,Lua he thu,176.6,39.2,5.91,4.50498711767557
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,Lua mi,0.0,0.0,5.91,0.0
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,Lua mua,19.7,8.0,5.91,2.4621922259717537
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,Ngo,19.0,7.8,5.91,2.4355851813870015
2006,Ha Tinh,24.0,27.25,21.34,82.45,1783.5,San,38.9,3.7,5.91,10.51067279113753
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,Khoai,84.6,13.9,5.860000000000003,6.08589310121574
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,Lua dong xuan,236.7,54.5,5.860000000000003,4.343039577255463
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,Lua he thu,115.0,38.9,5.860000000000003,2.956222205084702
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,Lua mi,5.68e-14,0.4,5.860000000000003,1.4164588528678303e-13
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,Lua mua,12.0,7.5,5.860000000000003,1.599786695107319
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,Ngo,24.4,8.6,5.860000000000003,2.8368794326241136
2007,Ha Tinh,23.82,27.01,21.15,81.92,2377.58,San,32.8,4.1,5.860000000000003,7.998049256278956
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,Khoai,78.2,12.8,5.530000000000001,6.108897742363878
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,Lua dong xuan,266.0,53.3,5.530000000000001,4.9905255060880656
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,Lua he thu,186.1,40.6,5.530000000000001,4.583630945050614
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,Lua mi,0.0,0.0,5.530000000000001,0.0
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,Lua mua,14.4,6.6,5.530000000000001,2.1814876533858505
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,Ngo,24.4,9.8,5.530000000000001,2.4895418834812775
2008,Ha Tinh,23.02,26.03,20.5,83.09,2149.9,San,49.8,4.1,5.530000000000001,12.143379663496708
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,Khoai,61.6,10.1,6.18,6.098406098406098
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,Lua dong xuan,270.4,53.8,6.18,5.025928886080185
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,Lua he thu,188.2,41.7,6.18,4.513081221073835
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,Lua mi,0.0,0.0,6.18,0.0
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,Lua mua,9.2,5.0,6.18,1.839632073585283
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,Ngo,19.0,6.5,6.18,2.9226272881095214
2009,Ha Tinh,23.98,27.32,21.14,82.16,2061.42,San,50.8,3.9,6.18,13.022301973852858
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,Khoai,58.9,9.4,6.16,6.2652909264971814
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,Lua dong xuan,268.6,53.6,6.16,5.011100539169045
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,Lua he thu,142.6,41.4,6.16,3.444361247312867
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,Lua mi,0.0,1.42e-14,6.16,0.0
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,Lua mua,3.2,4.1,6.16,0.7802974884174592
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,Ngo,27.8,8.1,6.16,3.431675101839279
2010,Ha Tinh,24.29,27.66,21.5,82.45,2705.25,San,39.9,3.4,6.16,11.731843575418994
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,Khoai,50.4,7.9,5.219999999999999,6.378939374762688
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,Lua dong xuan,284.6,54.0,5.219999999999999,5.270272772726431
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,Lua he thu,180.6,41.7,5.219999999999999,4.330831394930577
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,Lua mi,0.0,0.0,5.219999999999999,0.0
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,Lua mua,5.7,3.4,5.219999999999999,1.675977653631285
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,Ngo,24.8,8.7,5.219999999999999,2.8502470980347088
2011,Ha Tinh,22.5,25.32,20.1,84.83,2678.29,San,54.5,3.8,5.219999999999999,14.338332017890028
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,Khoai,41.4,6.7,5.789999999999999,6.1781823608416655
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,Lua dong xuan,293.6,54.8,5.789999999999999,5.357566467765187
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,Lua he thu,183.3,41.9,5.789999999999999,4.374597264981743
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,Lua mi,0.0,0.0,5.789999999999999,0.0
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,Lua mua,5.4,2.6,5.789999999999999,2.0761245674740483
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,Ngo,18.6,6.4,5.789999999999999,2.9057959693797843
2012,Ha Tinh,23.99,27.2,21.41,83.74,1684.77,San,53.2,3.8,5.789999999999999,13.996316758747698
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,Khoai,39.4,6.7,5.66,5.879719444858976
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,Lua dong xuan,303.9,55.4,5.66,5.4854605512535874
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,Lua he thu,171.5,41.3,5.66,4.152441829495654
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,Lua mi,0.0,0.0,5.66,0.0
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,Lua mua,3.6,2.0,5.66,1.7991004497751124
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,Ngo,26.9,7.7,5.66,3.4930528502791844
2013,Ha Tinh,23.65,26.72,21.06,83.63,2833.88,San,47.3,3.7,5.66,12.780329640637666
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,Khoai,35.9,5.9,5.98,6.083714624639891
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,Lua dong xuan,317.5,56.6,5.98,5.609441529301602
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,Lua he thu,189.7,42.8,5.98,4.432139435994486
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,Lua mi,0.0,1.42e-14,5.98,0.0
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,Lua mua,4.2,1.7,5.98,2.4691358024691357
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,Ngo,24.9,8.3,5.98,2.999638597759306
2014,Ha Tinh,24.04,27.32,21.34,83.18,1623.32,San,58.6,4.0,5.98,14.646338415396151
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,Khoai,34.5,5.6,6.259999999999998,6.159614354579539
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,Lua dong xuan,312.9,57.9,6.259999999999998,5.404051743493204
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,Lua he thu,203.9,42.0,6.259999999999998,4.854646317944811
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,Lua mi,0.0,0.1,6.259999999999998,0.0
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,Lua mua,4.7,1.8,6.259999999999998,2.6096612992781787
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,Ngo,32.2,8.7,6.259999999999998,3.700724054706356
2015,Ha Tinh,24.8,28.22,21.96,81.43,1679.46,San,65.3,4.1,6.259999999999998,15.922945623018776
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,Khoai,30.6,4.7,6.129999999999999,6.509253350350989
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,Lua dong xuan,328.7,58.2,6.129999999999999,5.64766928403292
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,Lua he thu,199.9,44.0,6.129999999999999,4.543078566396218
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,Lua mi,0.0,0.0,6.129999999999999,0.0
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,Lua mua,1.8,1.2,6.129999999999999,1.4987510407993339
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,Ngo,35.5,9.6,6.129999999999999,3.6975315071346735
2016,Ha Tinh,24.52,27.88,21.75,80.63,2318.88,San,42.9,3.1,6.129999999999999,13.834247017091261
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,Khoai,27.3,4.2,5.52,6.498452749345394
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,Lua dong xuan,241.9,58.9,5.52,4.1068912242576525
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,Lua he thu,199.8,44.5,5.52,4.48978674636525
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,Lua mi,0.0,0.0,5.52,0.0
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,Lua mua,1.1,0.7,5.52,1.5691868758915835
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,Ngo,28.4,7.7,5.52,3.687832748993637
2017,Ha Tinh,24.12,27.13,21.61,83.09,2711.09,San,40.5,2.9,5.52,13.960703205791107
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,Khoai,26.1,3692.0,5.77,0.007069337196820911
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,Lua dong xuan,333.7,59.2,5.77,5.636729109305586
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,Lua he thu,200.5,43.1,5.77,4.651864225888031
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,Lua mi,0.0,0.0,5.77,0.0
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,Lua mua,1.1,0.5,5.77,2.1956087824351296
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,Ngo,35.6,9.3,5.77,3.8275454252230943
2018,Ha Tinh,24.13,27.29,21.52,83.21,2040.81,San,42.3,3.0,5.77,14.095301566144618
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,Khoai,25.9,3720.0,6.030000000000001,0.006962363719794699
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,Lua dong xuan,331.2,59.5,6.030000000000001,5.5662930034789335
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,Lua he thu,174.3,43.6,6.030000000000001,3.9976147336070276
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,Lua mi,0.0,0.0,6.030000000000001,0.0
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,Lua mua,1.2,0.5,6.030000000000001,2.395209580838323
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,Ngo,44.4,11.0,6.030000000000001,4.035996727570221
2019,Ha Tinh,25.29,28.6,22.57,81.19,2181.82,San,43.3,2.9,6.030000000000001,14.92588762495691
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,Khoai,24.4,3441.0,5.759999999999998,0.007090959868945112
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,Lua dong xuan,325.4,59.3,5.759999999999998,5.4872599112999785
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,Lua he thu,207.9,44.0,5.759999999999998,4.724892616076907
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,Lua mi,0.0,0.1,5.759999999999998,0.0
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,Lua mua,0.8,0.5,5.759999999999998,1.596806387225549
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,Ngo,46.3,10.4,5.759999999999998,4.451495048553023
2020,Ha Tinh,24.82,27.95,22.19,81.13,3125.29,San,41.9,2.7,5.759999999999998,15.512773047019623
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,Khoai,25.9,3571.0,5.689999999999998,0.00725286831339448
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,Lua dong xuan,349.8,59.5,5.689999999999998,5.878892791717786
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,Lua he thu,229.8,45.0,5.689999999999998,5.10655318770694
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,Lua mi,0.0,0.0,5.689999999999998,0.0
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,Lua mua,0.9,0.5,5.689999999999998,1.7964071856287425
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,Ngo,52.8,12.2,5.689999999999998,4.3275141381853945
2021,Ha Tinh,24.27,27.36,21.67,81.71,2363.63,San,37.0,2.5,5.689999999999998,14.794082367053178
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,Khoai,27.6,3761.6,5.650000000000002,0.007337301324622149
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,Lua dong xuan,333.6,59.8,5.650000000000002,5.5785020317386
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,Lua he thu,224.1,44.5,5.650000000000002,5.035841891193456
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,Lua mi,1.14e-13,0.0,5.650000000000002,1.14e-10
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,Lua mua,0.7,0.4,5.650000000000002,1.745635910224439
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,Ngo,58.3,13.0,5.650000000000002,4.484270440735328
2022,Ha Tinh,24.08,27.17,21.52,81.64,2121.19,San,40.0,2.5,5.650000000000002,15.99360255897641
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,Khoai,25.7,3450.2,5.82,0.007448841386342419
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,Lua dong xuan,354.0,59.4,5.82,5.959495631386677
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,Lua he thu,224.1,44.6,5.82,5.024551019035448
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,Lua mi,0.0,0.0,5.82,0.0
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,Lua mua,0.5,0.3,5.82,1.6611295681063123
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,Ngo,67.5,14.4,5.82,4.68717450177071
2023,Ha Tinh,24.77,27.92,22.1,80.96,2222.28,San,39.2,2.5,5.82,15.673730507796881
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,Khoai,25.0,3379.8,5.859999999999999,0.007396885201229303
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,Lua dong xuan,362.9,59.3,5.859999999999999,6.11962698774051
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,Lua he thu,234.9,44.9,5.859999999999999,5.231509320505111
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,Lua mi,0.1,0.0,5.859999999999999,100.0
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,Lua mua,0.4,0.2,5.859999999999999,1.9900497512437811
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,Ngo,72.6,14.4,5.859999999999999,5.041316575237831
2024,Ha Tinh,25.02,28.23,22.37,81.48,2230.17,San,38.5,2.5,5.859999999999999,15.393842463014794
1995,Hai Duong,23.68,26.81,21.17,79.33,1719.48,Khoai,61.9,7.2,5.639999999999997,8.596028329398695
1995,Hai Duong,23.68,26.81,21.17,79.33,1719.48,Lua dong xuan,334.8,74.2,5.639999999999997,4.51206857050444
1995,Hai Duong,23.68,26.81,21.17,79.33,1719.48,Lua mi,0.0,2.84e-14,5.639999999999997,0.0
1995,Hai Duong,23.68,26.81,21.17,79.33,1719.48,Lua mua,328.5,74.3,5.639999999999997,4.421205636532482
1995,Hai Duong,23.68,26.81,21.17,79.33,1719.48,Ngo,32.1,10.7,5.639999999999997,2.9997196523689373
1996,Hai Duong,23.56,26.98,20.83,79.13,2027.29,Khoai,56.8,8.7,6.150000000000002,6.527985289047236
1996,Hai Duong,23.56,26.98,20.83,79.13,2027.29,Lua dong xuan,417.8,73.9,6.150000000000002,5.653509424770977
1996,Hai Duong,23.56,26.98,20.83,79.13,2027.29,Lua mi,0.0,0.0,6.150000000000002,0.0
1996,Hai Duong,23.56,26.98,20.83,79.13,2027.29,Lua mua,304.1,74.4,6.150000000000002,4.0873106544266875
1996,Hai Duong,23.56,26.98,20.83,79.13,2027.29,Ngo,41.7,12.8,6.150000000000002,3.2575580032809937
1997,Hai Duong,24.06,27.14,21.61,81.38,2327.57,Khoai,68.2,7.5,5.530000000000001,9.092121050526597
1997,Hai Duong,24.06,27.14,21.61,81.38,2327.57,Lua dong xuan,434.6,74.8,5.530000000000001,5.810082752904373
1997,Hai Duong,24.06,27.14,21.61,81.38,2327.57,Lua mi,1.14e-13,0.0,5.530000000000001,1.14e-10
1997,Hai Duong,24.06,27.14,21.61,81.38,2327.57,Lua mua,327.7,73.7,5.530000000000001,4.446344011614497
1997,Hai Duong,24.06,27.14,21.61,81.38,2327.57,Ngo,35.9,10.9,5.530000000000001,3.2932758462526373
1998,Hai Duong,24.84,28.22,22.15,78.41,1505.28,Khoai,52.3,5.9,6.07,8.862904592441959
1998,Hai Duong,24.84,28.22,22.15,78.41,1505.28,Lua dong xuan,420.5,74.4,6.07,5.651805755298988
1998,Hai Duong,24.84,28.22,22.15,78.41,1505.28,Lua mi,0.0,0.0,6.07,0.0
1998,Hai Duong,24.84,28.22,22.15,78.41,1505.28,Lua mua,358.0,73.1,6.07,4.897333825802656
1998,Hai Duong,24.84,28.22,22.15,78.41,1505.28,Ngo,29.2,8.8,6.07,3.3178047949096694
1999,Hai Duong,24.02,27.34,21.38,79.26,1623.1,Khoai,79.7,7.8,5.960000000000001,10.216638892449685
1999,Hai Duong,24.02,27.34,21.38,79.26,1623.1,Lua dong xuan,420.0,74.0,5.960000000000001,5.675598978392184
1999,Hai Duong,24.02,27.34,21.38,79.26,1623.1,Lua mi,0.0,0.0,5.960000000000001,0.0
1999,Hai Duong,24.02,27.34,21.38,79.26,1623.1,Lua mua,390.6,72.9,5.960000000000001,5.357951194085129
1999,Hai Duong,24.02,27.34,21.38,79.26,1623.1,Ngo,33.3,9.0,5.960000000000001,3.6995889345628266
2000,Hai Duong,23.91,27.21,21.25,80.11,1776.56,Khoai,72.1,7.7,5.960000000000001,9.362420464874692
2000,Hai Duong,23.91,27.21,21.25,80.11,1776.56,Lua dong xuan,438.3,74.2,5.960000000000001,5.906928478052857
2000,Hai Duong,23.91,27.21,21.25,80.11,1776.56,Lua mi,0.0,0.0,5.960000000000001,0.0
2000,Hai Duong,23.91,27.21,21.25,80.11,1776.56,Lua mua,385.2,73.3,5.960000000000001,5.255044269518834
2000,Hai Duong,23.91,27.21,21.25,80.11,1776.56,Ngo,19.4,5.2,5.960000000000001,3.730051913093636
2001,Hai Duong,23.84,27.0,21.24,81.84,2011.99,Khoai,50.8,5.4,5.760000000000002,9.405665617478245
2001,Hai Duong,23.84,27.0,21.24,81.84,2011.99,Lua dong xuan,427.1,73.0,5.760000000000002,5.850604786235805
2001,Hai Duong,23.84,27.0,21.24,81.84,2011.99,Lua mi,0.0,0.0,5.760000000000002,0.0
2001,Hai Duong,23.84,27.0,21.24,81.84,2011.99,Lua mua,369.4,72.0,5.760000000000002,5.130484298829183
2001,Hai Duong,23.84,27.0,21.24,81.84,2011.99,Ngo,7.0,1.9,5.760000000000002,3.682272488164124
2002,Hai Duong,24.19,27.48,21.63,82.06,1865.21,Khoai,54.1,6.0,5.850000000000001,9.015164139310116
2002,Hai Duong,24.19,27.48,21.63,82.06,1865.21,Lua dong xuan,436.5,71.8,5.850000000000001,6.079302516678041
2002,Hai Duong,24.19,27.48,21.63,82.06,1865.21,Lua mi,0.0,0.0,5.850000000000001,0.0
2002,Hai Duong,24.19,27.48,21.63,82.06,1865.21,Lua mua,388.6,70.6,5.850000000000001,5.5041713290180025
2002,Hai Duong,24.19,27.48,21.63,82.06,1865.21,Ngo,15.9,4.0,5.850000000000001,3.974006498375406
2003,Hai Duong,24.69,28.29,21.76,79.09,1685.88,Khoai,45.0,4.7,6.529999999999998,9.572431397574984
2003,Hai Duong,24.69,28.29,21.76,79.09,1685.88,Lua dong xuan,444.3,70.8,6.529999999999998,6.2753350941370885
2003,Hai Duong,24.69,28.29,21.76,79.09,1685.88,Lua mi,0.0,0.0,6.529999999999998,0.0
2003,Hai Duong,24.69,28.29,21.76,79.09,1685.88,Lua mua,374.3,69.1,6.529999999999998,5.4167088754142485
2003,Hai Duong,24.69,28.29,21.76,79.09,1685.88,Ngo,28.3,6.5,6.529999999999998,4.353176434394708
2004,Hai Duong,23.77,27.33,20.89,79.25,1476.24,Khoai,36.8,3.7,6.439999999999998,9.943258578762496
2004,Hai Duong,23.77,27.33,20.89,79.25,1476.24,Lua dong xuan,440.2,69.1,6.439999999999998,6.370385377925066
2004,Hai Duong,23.77,27.33,20.89,79.25,1476.24,Lua mi,0.0,0.0,6.439999999999998,0.0
2004,Hai Duong,23.77,27.33,20.89,79.25,1476.24,Lua mua,358.3,66.8,6.439999999999998,5.363692160297002
2004,Hai Duong,23.77,27.33,20.89,79.25,1476.24,Ngo,24.7,5.6,6.439999999999998,4.409926798785931
